Linux frea03.rutgers.edu 2.6.32-71.el6.i686 #1 SMP Tue Nov 23 06:43:11 CST 2010 i686 i686 i386 GNU/Linux
Linux frea05.rutgers.edu 2.6.32-71.el6.i686 #1 SMP Tue Nov 23 06:43:11 CST 2010 i686 i686 i386 GNU/Linux
Clock tick is 1.000e-06

trial,msglen,compsize
trial,iter,ticks
143,001,00149
143,002,00996
143,003,00175
143,004,00941
143,005,00140
143,006,00952
143,007,00169
143,008,00966
143,009,00190

trial,msglen,compsize
144,0021618,000

trial,iter,ticks
144,001,00999
144,002,00145
144,003,00994
144,004,00406
144,005,00960
144,006,00140
144,007,00986
144,008,00144
144,009,00930

trial,msglen,compsize
145,0023170,000

trial,iter,ticks
145,001,00164
145,002,01034
145,003,00149
145,004,01019
145,005,00161
145,006,01035
145,007,00149
145,008,00962
145,009,00219

trial,msglen,compsize
146,0024833,000

trial,iter,ticks
146,001,01180
146,002,00351
146,003,01055
146,004,00162
146,005,01082
146,006,00226
146,007,00190
146,008,01045
146,009,00226

trial,msglen,compsize
147,0026615,000

trial,iter,ticks
147,001,01070
147,002,01302
147,003,00267
147,004,01096
147,005,00231
147,006,00193
147,007,01055
147,008,00491
147,009,00226

trial,msglen,compsize
148,0028526,000

trial,iter,ticks
148,001,01120
148,002,00492
148,003,01172
148,004,00271
148,005,00229
148,006,00226
148,007,00226
148,008,01105
148,009,00272

trial,msglen,compsize
149,0030573,000

trial,iter,ticks
149,001,01111
149,002,00227
149,003,01190
149,004,00542
149,005,00410
149,006,01484
149,007,00187
149,008,01222
149,009,00359

trial,msglen,compsize
150,0032767,000

trial,iter,ticks
150,001,01127
150,002,00242
150,003,01658
150,004,00288
150,005,00716
150,006,00418
150,007,00418
150,008,00419
150,009,00423

trial,msglen,compsize
151,0035119,000

trial,iter,ticks
151,001,00338
151,002,01688
151,003,00311
151,004,01003
151,005,00653
151,006,00601
151,007,00483
151,008,00561
151,009,00478

trial,msglen,compsize
152,0037640,000

trial,iter,ticks
152,001,01241
152,002,00237
152,003,01743
152,004,00303
152,005,01052
152,006,00727
152,007,00654
152,008,00638
152,009,00669

trial,msglen,compsize
153,0040342,000

trial,iter,ticks
153,001,01209
153,002,00806
153,003,00699
153,004,00694
153,005,00683
153,006,00672
153,007,00693
153,008,00674
153,009,00693

trial,msglen,compsize
154,0043237,000

trial,iter,ticks
154,001,01361
154,002,00869
154,003,00767
154,004,00768
154,005,00744
154,006,00785
154,007,00715
154,008,00719
154,009,00766

trial,msglen,compsize
155,0046340,000

trial,iter,ticks
155,001,01097
155,002,00838
155,003,00838
155,004,00845
155,005,00818
155,006,00807
155,007,00841
155,008,00846
155,009,00787

trial,msglen,compsize
156,0049667,000

trial,iter,ticks
156,001,01164
156,002,01343
156,003,00890
156,004,00850
156,005,00864
156,006,00859
156,007,00847
156,008,00838
156,009,00854

trial,msglen,compsize
157,0053231,000

trial,iter,ticks
157,001,01162
157,002,01420
157,003,01019
157,004,00874
157,005,00888
157,006,00878
157,007,00890
157,008,00931
157,009,00881

trial,msglen,compsize
158,0057052,000

trial,iter,ticks
158,001,01246
158,002,01662
158,003,01015
158,004,00950
158,005,00938
158,006,00981
158,007,00957
158,008,00971
158,009,00958

trial,msglen,compsize
159,0061147,000

trial,iter,ticks
159,001,01322
159,002,01732
159,003,01579
159,004,01081
159,005,01013
159,006,01030
159,007,01036
159,008,01079
159,009,01060

trial,msglen,compsize
160,0065535,000

trial,iter,ticks
160,001,01381
160,002,01807
160,003,01122
160,004,01111
160,005,01110
160,006,01053
160,007,01441
160,008,01065
160,009,01430

trial,msglen,compsize
161,0000001,000

trial,iter,ticks
161,001,00122
161,002,00052
161,003,00108
161,004,00053
161,005,00072
161,006,00058
161,007,00060
161,008,00056
161,009,00058

trial,msglen,compsize
162,0000001,001

trial,iter,ticks
162,001,03026
162,002,02679
162,003,02674
162,004,02643
162,005,02674
162,006,02674
162,007,02680
162,008,02678
162,009,02681

trial,msglen,compsize
163,0000001,002

trial,iter,ticks
163,001,05196
163,002,05163
163,003,05194
163,004,05192
163,005,05146
163,006,05192
163,007,05200
163,008,05168
163,009,05198

trial,msglen,compsize
164,0000001,003

trial,iter,ticks
164,001,07709
164,002,07706
164,003,07711
164,004,07709
164,005,07710
164,006,07712
164,007,07710
164,008,07708
164,009,07741

trial,msglen,compsize
165,0000001,004

trial,iter,ticks
165,001,10239
165,002,10224
165,003,10222
165,004,10251
165,005,10226
165,006,10228
165,007,10190
165,008,10190
165,009,10223

trial,msglen,compsize
166,0000001,005

trial,iter,ticks
166,001,12741
166,002,12697
166,003,12737
166,004,12739
166,005,12740
166,006,12739
166,007,12773
166,008,12742
166,009,13049

trial,msglen,compsize
167,0000001,006

trial,iter,ticks
167,001,15256
167,002,15249
167,003,15254
167,004,15253
167,005,15263
167,006,15213
167,007,15254
167,008,15251
167,009,15306

trial,msglen,compsize
168,0000001,007

trial,iter,ticks
168,001,17776
168,002,17776
168,003,17723
168,004,17768
168,005,17773
168,006,17771
168,007,17770
168,008,17776
168,009,17768

trial,msglen,compsize
169,0000001,008

trial,iter,ticks
169,001,20745
169,002,20292
169,003,20283
169,004,20250
169,005,20286
169,006,20280
169,007,20281
169,008,20282
169,009,20279

trial,msglen,compsize
170,0000001,009

trial,iter,ticks
170,001,22799
170,002,23404
170,003,22770
170,004,22794
170,005,22812
170,006,22796
170,007,22803
170,008,22800
170,009,22836

trial,msglen,compsize
171,0000001,010

trial,iter,ticks
171,001,25334
171,002,25308
171,003,25310
171,004,25277
171,005,25312
171,006,25312
171,007,25346
171,008,25308
171,009,25311

trial,msglen,compsize
172,0000001,011

trial,iter,ticks
172,001,27839
172,002,27832
172,003,27834
172,004,27861
172,005,27823
172,006,27797
172,007,27826
172,008,27831
172,009,27827

trial,msglen,compsize
173,0000001,012

trial,iter,ticks
173,001,30394
173,002,30353
173,003,30343
173,004,30341
173,005,30303
173,006,30343
173,007,30304
173,008,30381
173,009,30539

trial,msglen,compsize
174,0000001,013

trial,iter,ticks
174,001,32860
174,002,32857
174,003,32848
174,004,32888
174,005,32884
174,006,32860
174,007,32860
174,008,32868
174,009,32860

trial,msglen,compsize
175,0000001,014

trial,iter,ticks
175,001,35382
175,002,35375
175,003,35372
175,004,35370
175,005,35712
175,006,35376
175,007,35334
175,008,35366
175,009,35369

trial,msglen,compsize
176,0000001,015

trial,iter,ticks
176,001,37919
176,002,37877
176,003,37884
176,004,37883
176,005,37875
176,006,37918
176,007,38440
176,008,37897
176,009,37853

trial,msglen,compsize
177,0000001,016

trial,iter,ticks
177,001,40464
177,002,40452
177,003,40383
177,004,40417
177,005,40378
177,006,40462
177,007,40420
177,008,40421
177,009,40417

trial,msglen,compsize
178,0000001,017

trial,iter,ticks
178,001,42984
178,002,42935
178,003,42937
178,004,42934
178,005,42942
178,006,42973
178,007,42937
178,008,43152
178,009,42902

trial,msglen,compsize
179,0000001,018

trial,iter,ticks
179,001,45660
179,002,45423
179,003,45457
179,004,45421
179,005,45504
179,006,45444
179,007,45447
179,008,45445
179,009,45478

trial,msglen,compsize
180,0000001,019

trial,iter,ticks
180,001,47929
180,002,47953
180,003,48726
180,004,47977
180,005,47940
180,006,47960
180,007,47958
180,008,47963
180,009,47954

trial,msglen,compsize
181,0000001,000

trial,iter,ticks
181,001,00123
181,002,00123
181,003,00119
181,004,00052
181,005,00061
181,006,00058
181,007,00092
181,008,00061
181,009,00049

trial,msglen,compsize
182,0000001,005

trial,iter,ticks
182,001,13047
182,002,12742
182,003,12768
182,004,12696
182,005,12732
182,006,13098
182,007,12912
182,008,12828
182,009,12670

trial,msglen,compsize
183,0000001,010

trial,iter,ticks
183,001,25310
183,002,25310
183,003,25315
183,004,25337
183,005,25313
183,006,25326
183,007,25310
183,008,25310
183,009,25303

trial,msglen,compsize
184,0000001,015

trial,iter,ticks
184,001,37883
184,002,37918
184,003,37889
184,004,37811
184,005,37883
184,006,37860
184,007,37962
184,008,37854
184,009,37889

trial,msglen,compsize
185,0000001,020

trial,iter,ticks
185,001,50488
185,002,50477
185,003,50485
185,004,50462
185,005,50436
185,006,50632
185,007,50489
185,008,50493
185,009,50476

trial,msglen,compsize
186,0000004,000

trial,iter,ticks
186,001,00122
186,002,00128
186,003,00051
186,004,00061
186,005,00056
186,006,00054
186,007,00054
186,008,00055
186,009,00055

trial,msglen,compsize
187,0000004,005

trial,iter,ticks
187,001,13056
187,002,12742
187,003,12710
187,004,12726
187,005,12735
187,006,12736
187,007,12731
187,008,12738
187,009,12697

trial,msglen,compsize
188,0000004,010

trial,iter,ticks
188,001,25345
188,002,25311
188,003,25317
188,004,25308
188,005,25308
188,006,25313
188,007,25307
188,008,25312
188,009,25338

trial,msglen,compsize
189,0000004,015

trial,iter,ticks
189,001,37884
189,002,37887
189,003,37889
189,004,37878
189,005,37919
189,006,37885
189,007,37876
189,008,37845
189,009,37878

trial,msglen,compsize
190,0000004,020

trial,iter,ticks
190,001,52195
190,002,50438
190,003,50478
190,004,51156
190,005,50513
190,006,50474
190,007,51866
190,008,50520
190,009,50441

trial,msglen,compsize
191,0000016,000

trial,iter,ticks
191,001,00125
191,002,00119
191,003,00050
191,004,00077
191,005,00051
191,006,00056
191,007,00058
191,008,00056
191,009,00056

trial,msglen,compsize
192,0000016,005

trial,iter,ticks
192,001,13081
192,002,12741
192,003,12667
192,004,12734
192,005,12771
192,006,12729
192,007,12699
192,008,12733
192,009,12734

trial,msglen,compsize
193,0000016,010

trial,iter,ticks
193,001,25278
193,002,25306
193,003,25310
193,004,25301
193,005,25340
193,006,25295
193,007,25311
193,008,25309
193,009,25305

trial,msglen,compsize
194,0000016,015

trial,iter,ticks
194,001,37887
194,002,37915
194,003,38043
194,004,37894
194,005,37878
194,006,37885
194,007,37883
194,008,37886
194,009,37902

trial,msglen,compsize
195,0000016,020

trial,iter,ticks
195,001,50949
195,002,50508
195,003,50451
195,004,50475
195,005,50435
195,006,50508
195,007,50441
195,008,50477
195,009,51523

trial,msglen,compsize
196,0000064,000

trial,iter,ticks
196,001,00126
196,002,00159
196,003,00061
196,004,00064
196,005,00063
196,006,00057
196,007,00056
196,008,00054
196,009,00055

trial,msglen,compsize
197,0000064,005

trial,iter,ticks
197,001,13057
197,002,12740
197,003,12739
197,004,12741
197,005,12730
197,006,12951
197,007,12701
197,008,12737
197,009,12738

trial,msglen,compsize
198,0000064,010

trial,iter,ticks
198,001,25306
198,002,25334
198,003,25908
198,004,25313
198,005,25314
198,006,25314
198,007,25310
198,008,25316
198,009,25350

trial,msglen,compsize
199,0000064,015

trial,iter,ticks
199,001,37908
199,002,37893
199,003,37882
199,004,37879
199,005,38058
199,006,37891
199,007,37890
199,008,37866
199,009,37887

trial,msglen,compsize
200,0000064,020

trial,iter,ticks
200,001,50480
200,002,50470
200,003,50467
200,004,50513
200,005,50489
200,006,50486
200,007,50480
200,008,50475
200,009,50718

trial,msglen,compsize
201,0000256,000

trial,iter,ticks
201,001,00126
201,002,00052
201,003,00064
201,004,00051
201,005,00061
201,006,00060
201,007,00064
201,008,00063
201,009,00060

trial,msglen,compsize
202,0000256,005

trial,iter,ticks
202,001,13071
202,002,12742
202,003,12737
202,004,12740
202,005,12736
202,006,12788
202,007,12665
202,008,12733
202,009,12739

trial,msglen,compsize
203,0000256,010

trial,iter,ticks
203,001,25319
203,002,25311
203,003,25318
203,004,25312
203,005,25307
203,006,25388
203,007,25318
203,008,25309
203,009,25306

trial,msglen,compsize
204,0000256,015

trial,iter,ticks
204,001,37892
204,002,37939
204,003,37930
204,004,37893
204,005,37897
204,006,37907
204,007,37853
204,008,37919
204,009,37890

trial,msglen,compsize
205,0000256,020

trial,iter,ticks
205,001,50477
205,002,50514
205,003,51079
205,004,50498
205,005,50481
205,006,50509
205,007,50472
205,008,50493
205,009,50482

