Linux frea03.rutgers.edu 2.6.32-71.el6.i686 #1 SMP Tue Nov 23 06:43:11 CST 2010 i686 i686 i386 GNU/Linux
Linux frea05.rutgers.edu 2.6.32-71.el6.i686 #1 SMP Tue Nov 23 06:43:11 CST 2010 i686 i686 i386 GNU/Linux
Clock tick is 1.000e-06

trial,msglen,compsize
071,008,00071
071,009,00060

trial,msglen,compsize
072,0000147,000

trial,iter,ticks
072,001,00045
072,002,00069
072,003,00042
072,004,00061
072,005,00060
072,006,00061
072,007,00057
072,008,00056
072,009,00539

trial,msglen,compsize
073,0000157,000

trial,iter,ticks
073,001,00146
073,002,00165
073,003,00059
073,004,00067
073,005,00061
073,006,00051
073,007,00060
073,008,00060
073,009,00061

trial,msglen,compsize
074,0000168,000

trial,iter,ticks
074,001,00063
074,002,00064
074,003,00089
074,004,00074
074,005,00061
074,006,00059
074,007,00058
074,008,00059
074,009,00059

trial,msglen,compsize
075,0000181,000

trial,iter,ticks
075,001,00067
075,002,00073
075,003,00061
075,004,00061
075,005,00536
075,006,00050
075,007,00129
075,008,00144
075,009,00129

trial,msglen,compsize
076,0000194,000

trial,iter,ticks
076,001,00126
076,002,00061
076,003,00075
076,004,00061
076,005,00072
076,006,00059
076,007,00072
076,008,00059
076,009,00065

trial,msglen,compsize
077,0000207,000

trial,iter,ticks
077,001,00064
077,002,00058
077,003,00092
077,004,00066
077,005,00059
077,006,00063
077,007,00060
077,008,00056
077,009,00059

trial,msglen,compsize
078,0000222,000

trial,iter,ticks
078,001,00050
078,002,00062
078,003,00061
078,004,00060
078,005,00515
078,006,00185
078,007,00102
078,008,00173
078,009,00131

trial,msglen,compsize
079,0000238,000

trial,iter,ticks
079,001,00152
079,002,00082
079,003,00077
079,004,00061
079,005,00062
079,006,00059
079,007,00063
079,008,00060
079,009,00062

trial,msglen,compsize
080,0000255,000

trial,iter,ticks
080,001,00053
080,002,00078
080,003,00065
080,004,00072
080,005,00059
080,006,00061
080,007,00059
080,008,00057
080,009,00051

trial,msglen,compsize
081,0000274,000

trial,iter,ticks
081,001,00049
081,002,00071
081,003,00535
081,004,00094
081,005,00133
081,006,00142
081,007,00130
081,008,00122
081,009,00128

trial,msglen,compsize
082,0000294,000

trial,iter,ticks
082,001,00095
082,002,00067
082,003,00069
082,004,00063
082,005,00062
082,006,00060
082,007,00062
082,008,00057
082,009,00077

trial,msglen,compsize
083,0000315,000

trial,iter,ticks
083,001,00051
083,002,00080
083,003,00072
083,004,00071
083,005,00065
083,006,00063
083,007,00063
083,008,00052
083,009,00063

trial,msglen,compsize
084,0000337,000

trial,iter,ticks
084,001,00126
084,002,00129
084,003,00144
084,004,00058
084,005,00072
084,006,00060
084,007,00092
084,008,00058
084,009,00082

trial,msglen,compsize
085,0000362,000

trial,iter,ticks
085,001,00068
085,002,00076
085,003,00058
085,004,00068
085,005,00059
085,006,00058
085,007,00060
085,008,00092
085,009,00071

trial,msglen,compsize
086,0000388,000

trial,iter,ticks
086,001,00065
086,002,00073
086,003,00061
086,004,00061
086,005,00061
086,006,00061
086,007,00058
086,008,00059
086,009,00060

trial,msglen,compsize
087,0000415,000

trial,iter,ticks
087,001,00133
087,002,00127
087,003,00057
087,004,00081
087,005,00061
087,006,00069
087,007,00058
087,008,00060
087,009,00077

trial,msglen,compsize
088,0000445,000

trial,iter,ticks
088,001,00066
088,002,00072
088,003,00062
088,004,00061
088,005,00071
088,006,00061
088,007,00063
088,008,00066
088,009,00062

trial,msglen,compsize
089,0000477,000

trial,iter,ticks
089,001,00063
089,002,00072
089,003,00061
089,004,00071
089,005,00059
089,006,00063
089,007,00072
089,008,00062
089,009,00067

trial,msglen,compsize
090,0000511,000

trial,iter,ticks
090,001,00127
090,002,00126
090,003,00127
090,004,00129
090,005,00067
090,006,00083
090,007,00061
090,008,00068
090,009,00061

trial,msglen,compsize
091,0000548,000

trial,iter,ticks
091,001,00064
091,002,00092
091,003,00067
091,004,00061
091,005,00090
091,006,00072
091,007,00072
091,008,00066
091,009,00087

trial,msglen,compsize
092,0000588,000

trial,iter,ticks
092,001,00066
092,002,00079
092,003,00062
092,004,00071
092,005,00066
092,006,00551
092,007,00178
092,008,00129
092,009,00143

trial,msglen,compsize
093,0000630,000

trial,iter,ticks
093,001,00125
093,002,00079
093,003,00104
093,004,00069
093,005,00087
093,006,00058
093,007,00078
093,008,00066
093,009,00082

trial,msglen,compsize
094,0000675,000

trial,iter,ticks
094,001,00066
094,002,00093
094,003,00081
094,004,00100
094,005,00066
094,006,00092
094,007,00072
094,008,00076
094,009,00061

trial,msglen,compsize
095,0000724,000

trial,iter,ticks
095,001,00066
095,002,00092
095,003,00520
095,004,00129
095,005,00132
095,006,00124
095,007,00128
095,008,00124
095,009,00128

trial,msglen,compsize
096,0000776,000

trial,iter,ticks
096,001,00097
096,002,00090
096,003,00077
096,004,00082
096,005,00065
096,006,00081
096,007,00078
096,008,00101
096,009,00074

trial,msglen,compsize
097,0000831,000

trial,iter,ticks
097,001,00070
097,002,00104
097,003,00064
097,004,00102
097,005,00064
097,006,00111
097,007,00551
097,008,00118
097,009,00131

trial,msglen,compsize
098,0000891,000

trial,iter,ticks
098,001,00154
098,002,00088
098,003,00094
098,004,00078
098,005,00095
098,006,00062
098,007,00089
098,008,00066
098,009,00095

trial,msglen,compsize
099,0000955,000

trial,iter,ticks
099,001,00076
099,002,00125
099,003,00067
099,004,00115
099,005,00065
099,006,00112
099,007,00065
099,008,00114
099,009,00074

trial,msglen,compsize
100,0001023,000

trial,iter,ticks
100,001,00144
100,002,00111
100,003,00106
100,004,00088
100,005,00112
100,006,00118
100,007,00088
100,008,00119
100,009,00096

trial,msglen,compsize
101,0001097,000

trial,iter,ticks
101,001,00098
101,002,00108
101,003,00129
101,004,00103
101,005,00099
101,006,00109
101,007,00108
101,008,00106
101,009,00098

trial,msglen,compsize
102,0001176,000

trial,iter,ticks
102,001,00581
102,002,00168
102,003,00152
102,004,00169
102,005,00144
102,006,00111
102,007,00146
102,008,00110
102,009,00141

trial,msglen,compsize
103,0001260,000

trial,iter,ticks
103,001,00113
103,002,00595
103,003,00091
103,004,00597
103,005,00148
103,006,00125
103,007,00101
103,008,00124
103,009,00092

trial,msglen,compsize
104,0001351,000

trial,iter,ticks
104,001,00116
104,002,00113
104,003,00113
104,004,00123
104,005,00107
104,006,00120
104,007,00582
104,008,00166
104,009,00149

trial,msglen,compsize
105,0001448,000

trial,iter,ticks
105,001,00123
105,002,00205
105,003,00102
105,004,00664
105,005,00153
105,006,00118
105,007,00152
105,008,00151
105,009,00185

trial,msglen,compsize
106,0001552,000

trial,iter,ticks
106,001,00129
106,002,00163
106,003,00169
106,004,00115
106,005,00172
106,006,00119
106,007,00179
106,008,00123
106,009,00618

trial,msglen,compsize
107,0001663,000

trial,iter,ticks
107,001,00177
107,002,00121
107,003,00142
107,004,00141
107,005,00152
107,006,00154
107,007,00149
107,008,00147
107,009,00124

trial,msglen,compsize
108,0001782,000

trial,iter,ticks
108,001,00130
108,002,00569
108,003,00179
108,004,00159
108,005,00153
108,006,00149
108,007,00155
108,008,00177
108,009,00155

trial,msglen,compsize
109,0001910,000

trial,iter,ticks
109,001,00131
109,002,00213
109,003,00130
109,004,00218
109,005,00131
109,006,00187
109,007,00131
109,008,00185
109,009,00127

trial,msglen,compsize
110,0002047,000

trial,iter,ticks
110,001,00131
110,002,00160
110,003,00192
110,004,00137
110,005,00187
110,006,00154
110,007,00152
110,008,00129
110,009,00182

trial,msglen,compsize
111,0002194,000

trial,iter,ticks
111,001,00159
111,002,00159
111,003,00152
111,004,00652
111,005,00209
111,006,00157
111,007,00164
111,008,00160
111,009,00164

trial,msglen,compsize
112,0002352,000

trial,iter,ticks
112,001,00159
112,002,00222
112,003,00133
112,004,00192
112,005,00138
112,006,00169
112,007,00200
112,008,00134
112,009,00178

trial,msglen,compsize
113,0002521,000

trial,iter,ticks
113,001,00141
113,002,00684
113,003,00202
113,004,00163
113,005,00128
113,006,00164
113,007,00165
113,008,00186
113,009,00160

trial,msglen,compsize
114,0002702,000

trial,iter,ticks
114,001,00132
114,002,00241
114,003,00139
114,004,00663
114,005,00168
114,006,00194
114,007,00161
114,008,00132
114,009,00195

trial,msglen,compsize
115,0002896,000

trial,iter,ticks
115,001,00194
115,002,00154
115,003,00185
115,004,00167
115,005,00172
115,006,00161
115,007,00152
115,008,00206
115,009,00154

trial,msglen,compsize
116,0003104,000

trial,iter,ticks
116,001,00655
116,002,00212
116,003,00166
116,004,00123
116,005,00160
116,006,00161
116,007,00129
116,008,00162
116,009,00157

trial,msglen,compsize
117,0003326,000

trial,iter,ticks
117,001,00181
117,002,00158
117,003,00180
117,004,00202
117,005,00189
117,006,00178
117,007,00179
117,008,00148
117,009,00678

trial,msglen,compsize
118,0003565,000

trial,iter,ticks
118,001,00170
118,002,00171
118,003,00215
118,004,00183
118,005,00197
118,006,00165
118,007,00185
118,008,00169
118,009,00191

trial,msglen,compsize
119,0003821,000

trial,iter,ticks
119,001,00195
119,002,00169
119,003,00198
119,004,00693
119,005,00168
119,006,00171
119,007,00174
119,008,00171
119,009,00174

trial,msglen,compsize
120,0004095,000

trial,iter,ticks
120,001,00138
120,002,00724
120,003,00110
120,004,00733
120,005,00109
120,006,00725
120,007,00106
120,008,00717
120,009,00106

trial,msglen,compsize
121,0004389,000

trial,iter,ticks
121,001,00208
121,002,00284
121,003,00233
121,004,00168
121,005,00251
121,006,00199
121,007,00245
121,008,00195
121,009,00211

trial,msglen,compsize
122,0004705,000

trial,iter,ticks
122,001,00148
122,002,00166
122,003,00168
122,004,00192
122,005,00166
122,006,00167
122,007,00214
122,008,00165
122,009,00170

trial,msglen,compsize
123,0005042,000

trial,iter,ticks
123,001,00252
123,002,00228
123,003,00213
123,004,00230
123,005,00211
123,006,00228
123,007,00216
123,008,00225
123,009,00236

trial,msglen,compsize
124,0005404,000

trial,iter,ticks
124,001,00145
124,002,00278
124,003,00212
124,004,00226
124,005,00229
124,006,00213
124,007,00229
124,008,00714
124,009,00180

trial,msglen,compsize
125,0005792,000

trial,iter,ticks
125,001,00124
125,002,00272
125,003,00757
125,004,00172
125,005,00126
125,006,00153
125,007,00808
125,008,00091
125,009,00797

trial,msglen,compsize
126,0006208,000

trial,iter,ticks
126,001,00092
126,002,00811
126,003,00093
126,004,00789
126,005,00094
126,006,00780
126,007,00095
126,008,00797
126,009,00096

trial,msglen,compsize
127,0006653,000

trial,iter,ticks
127,001,00786
127,002,00106
127,003,00797
127,004,00100
127,005,00792
127,006,00099
127,007,00808
127,008,00101
127,009,00789

trial,msglen,compsize
128,0007131,000

trial,iter,ticks
128,001,00140
128,002,00797
128,003,00146
128,004,00792
128,005,00146
128,006,00798
128,007,00150
128,008,00813
128,009,00131

trial,msglen,compsize
129,0007643,000

trial,iter,ticks
129,001,00248
129,002,00849
129,003,00167
129,004,00130
129,005,00847
129,006,00103
129,007,00854
129,008,00101
129,009,00846

trial,msglen,compsize
130,0008191,000

trial,iter,ticks
130,001,00100
130,002,00861
130,003,00102
130,004,00860
130,005,00102
130,006,00864
130,007,00100
130,008,00866
130,009,00099

trial,msglen,compsize
131,0008779,000

trial,iter,ticks
131,001,00882
131,002,00111
131,003,00885
131,004,00107
131,005,00869
131,006,00106
131,007,00876
131,008,00106
131,009,00878

trial,msglen,compsize
132,0009410,000

trial,iter,ticks
132,001,00286
132,002,00823
132,003,00103
132,004,00849
132,005,00133
132,006,00855
132,007,00112
132,008,00893
132,009,00110

trial,msglen,compsize
133,0010085,000

trial,iter,ticks
133,001,00908
133,002,00118
133,003,00923
133,004,00106
133,005,00914
133,006,00112
133,007,01010
133,008,00105
133,009,01008

trial,msglen,compsize
134,0010809,000

trial,iter,ticks
134,001,00262
134,002,00946
134,003,00108
134,004,00925
134,005,00108
134,006,01003
134,007,00111
134,008,00993
134,009,00108

trial,msglen,compsize
135,0011585,000

trial,iter,ticks
135,001,00922
135,002,00118
135,003,01027
135,004,00147
135,005,01025
135,006,00117
135,007,01044
135,008,00114
135,009,01030

trial,msglen,compsize
136,0012416,000

trial,iter,ticks
136,001,00278
136,002,00946
136,003,00116
136,004,00926
136,005,00118
136,006,00951
136,007,00118
136,008,01052
136,009,00118

trial,msglen,compsize
137,0013307,000

trial,iter,ticks
137,001,00369
137,002,00916
137,003,00122
137,004,00943
137,005,00121
137,006,00961
137,007,00145
137,008,00931
137,009,00123

trial,msglen,compsize
138,0014263,000

trial,iter,ticks
138,001,00959
138,002,00182
138,003,01039
138,004,00123
138,005,01069
138,006,00125
138,007,00957
138,008,00118
138,009,01044

trial,msglen,compsize
139,0015286,000

trial,iter,ticks
139,001,00295
139,002,00993
139,003,00188
139,004,00975
139,005,00118
139,006,00985
139,007,00120
139,008,00985
139,009,00125

trial,msglen,compsize
140,0016383,000

trial,iter,ticks
140,001,00434
140,002,00860
140,003,01075
140,004,00152
140,005,00885
140,006,00134
140,007,00991
140,008,00128
140,009,01002

trial,msglen,compsize
141,0017559,000

trial,iter,ticks
141,001,00184
141,002,00924
141,003,00138
141,004,00875
141,005,00128
141,006,00884
141,007,00133
141,008,00900
141,009,00133

trial,msglen,compsize
142,0018820,000

trial,iter,ticks
142,001,00894
142,002,00356
142,003,00854
142,004,00332
142,005,00888
142,006,00330
142,007,00920
142,008,00140
142,009,00909

trial,msglen,compsize
143,0020171,000

